features,labels
"[0.00375814 0.         0.01594442 0.01188427 0.         0.
 0.         0.         0.         0.01127441 0.         0.11958318
 0.22970428 0.12026038 0.         0.00531481 0.         0.01127441
 0.03443309 0.         0.05580548 0.1153619  0.27810212 0.04159495
 0.02125923 0.00840345 0.01127441 0.07201446 0.00840345 0.03188885
 0.00840345 0.02254882 0.02376854 0.01860183 0.         0.08110487
 0.02630696 0.         0.15944424 0.28810615 0.03758137 0.
 0.         0.         0.03006509 0.0457075  0.         0.09035174
 0.10491943 0.03758137 0.00840345 0.01062962 0.00840345 0.01879068
 0.22259538 0.0336138  0.14084241 0.14405307 0.2142138  0.04753709
 0.09832395 0.00840345 0.24138607 0.02691682 0.0168069  0.02657404
 0.         0.         0.00594214 0.02923144 0.         0.04194937
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.08547287 0.         0.02923144
 0.02376854 0.12777665 0.0168069  0.05314808 0.02521035 0.05322378
 0.40288697 0.0504207  0.10629616 0.04303675 0.03758137 0.01188427
 0.03986106 0.         0.30501894 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.04783327 0.08565121 0.2330045  0.02971068
 0.01594442 0.         0.         0.         0.         0.02125923
 0.04753709 0.2856184  0.02376854 0.01062962 0.         0.
 0.         0.00840345 0.05049068 0.03217199 0.00751627 0.
 0.0026574  0.         0.00751627 0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",1
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.08230539 0.         0.02860205 0.02930202 0.06645259 0.18305644
 0.16344028 0.00646054 0.07941615 0.0327194  0.00646054 0.02247304
 0.00646054 0.07512032 0.17391985 0.10623619 0.         0.00866773
 0.16461078 0.01292109 0.10623619 0.08790605 0.17335459 0.02284147
 0.05311809 0.         0.10206123 0.00866773 0.         0.00408601
 0.         0.05489562 0.10617924 0.32483756 0.         0.08828026
 0.02405167 0.00646054 0.04698908 0.06506458 0.00577849 0.
 0.002043   0.         0.00288924 0.04044941 0.         0.02655905
 0.05025124 0.11268049 0.11074753 0.2941925  0.01292109 0.09722047
 0.08183653 0.00646054 0.07967713 0.0430069  0.07800957 0.05592799
 0.11032219 0.03230272 0.16117659 0.15238856 0.         0.03064505
 0.01370488 0.09534503 0.05860404 0.11032219 0.01292109 0.22548127
 0.05536448 0.         0.00817201 0.         0.03467092 0.03119427
 0.01838703 0.01292109 0.05872259 0.00288924 0.         0.002043
 0.         0.16757611 0.11074753 0.05107509 0.         0.00288924
 0.02936129 0.         0.02247304 0.01370488 0.22825022 0.1298045
 0.12870921 0.00646054 0.06375974 0.04595542 0.00646054 0.07150512
 0.02930202 0.4073833  0.17470365 0.08989215 0.         0.03560864]",2
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.08577656 0.00765129 0.03871278
 0.01082055 0.02737407 0.02929239 0.15969023 0.         0.08577656
 0.         0.         0.00725865 0.01623083 0.04106111 0.00541028
 0.00241955 0.         0.         0.         0.         0.
 0.         0.01368704 0.01082055 0.0048391  0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.02737407 0.         0.00241955
 0.         0.01710879 0.10186698 0.63634138 0.00765129 0.12332579
 0.00342176 0.         0.15001204 0.11716956 0.10265277 0.00765129
 0.0096782  0.         0.00342176 0.00684352 0.         0.00241955
 0.         0.05474815 0.09645671 0.37503009 0.         0.00684352
 0.07352276 0.         0.05081053 0.         0.00342176 0.
 0.02419549 0.         0.06126897 0.         0.         0.02903459
 0.04011294 0.36954996 0.15913901 0.10646015 0.         0.
 0.06015842 0.         0.02903459 0.         0.00342176 0.
 0.04355188 0.00765129 0.08323276 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.04790462 0.01847184 0.0096782  0.         0.
 0.         0.         0.02661504 0.02929239 0.16766619 0.1257491
 0.05081052 0.         0.01082055 0.         0.         0.01693684
 0.03787193 0.26005368 0.02705138 0.01209774 0.         0.        ]",2
"[0.01336296 0.         0.01292198 0.00642098 0.04873184 0.01605246
 0.01579353 0.         0.02266493 0.07913578 0.01362096 0.12921981
 0.14337048 0.06497579 0.02889443 0.02584396 0.00908064 0.0316374
 0.12956861 0.         0.02010086 0.00642098 0.01827444 0.00642098
 0.01722931 0.00454032 0.1289096  0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.15722958 0.00454032 0.33309997 0.0818203  0.09949418 0.02701377
 0.05455948 0.00454032 0.08338825 0.09768625 0.03632257 0.13065558
 0.00321049 0.00203049 0.         0.00430733 0.         0.01336296
 0.14647157 0.00454032 0.02871551 0.0251331  0.15025652 0.03531541
 0.09045387 0.00908064 0.15138304 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.0381964  0.         0.1119905  0.07595015 0.05279283 0.0283436
 0.00861465 0.         0.01015247 0.16318303 0.01362096 0.10337585
 0.05801702 0.0609148  0.02967342 0.0588668  0.01362096 0.08508924
 0.02757641 0.         0.11486206 0.12997767 0.28833008 0.15001963
 0.19095818 0.00454032 0.01421345 0.04500036 0.00908064 0.0588668
 0.03155409 0.13604306 0.06498884 0.06748146 0.         0.07847677
 0.01369246 0.         0.11773361 0.11901637 0.04264036 0.
 0.00287155 0.         0.00406099 0.00203049 0.         0.00717888
 0.01284197 0.12182962 0.03985573 0.06030258 0.         0.00203049
 0.09779319 0.00454032 0.03302284 0.01738229 0.12995158 0.29439726
 0.3618155  0.02270161 0.13952958 0.06903678 0.00454032 0.01292198
 0.01096131 0.02436592 0.07085899 0.10337585 0.00454032 0.10893417]",3
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.11447425 0.00828236 0.19643351 0.14783393 0.01851993 0.01756955
 0.04976316 0.01656473 0.13850139 0.12618729 0.02484709 0.20167174
 0.17711649 0.29261488 0.03756494 0.04714404 0.         0.08949673
 0.14195361 0.01656473 0.04976316 0.03756494 0.19260726 0.13955155
 0.10738365 0.01656473 0.18605213 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.18294922 0.03312946 0.28810249 0.13269023 0.04815181 0.04099561
 0.05238227 0.00828236 0.17003404 0.05460941 0.         0.04452493
 0.05270864 0.2333511  0.17025517 0.19905262 0.00828236 0.05736301
 0.04074384 0.         0.0785734  0.06927337 0.1814953  0.26194978
 0.39548613 0.03312946 0.11782893 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",4
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.18474146
 0.04654586 0.12511229 0.         0.00260199 0.         0.
 0.02943818 0.         0.01561195 0.02327293 0.27230321 0.03150115
 0.04943786 0.01645645 0.06434758 0.         0.         0.
 0.         0.04415728 0.02909116 0.01300996 0.         0.
 0.09403588 0.03291289 0.25499526 0.13863931 0.01471909 0.
 0.00260199 0.         0.01839887 0.00949801 0.         0.19775143
 0.0174547  0.         0.         0.         0.         0.00367977
 0.02481424 0.         0.02862192 0.04072762 0.15455047 0.
 0.00260199 0.         0.         0.20845588 0.00822822 0.03642789
 0.03150115 0.1103932  0.04895585 0.05984583 0.00822822 0.19990204
 0.00367977 0.         0.09627373 0.02568292 0.01471909 0.
 0.         0.         0.00367977 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.31044844 0.01645645 0.10668169 0.         0.00367977 0.
 0.00520398 0.         0.1913482  0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.06743021 0.         0.33825903 0.33928269 0.1508707  0.00581823
 0.01040797 0.         0.04415728 0.18021198 0.02468467 0.11708966
 0.14005106 0.18766843 0.13622932 0.09106973 0.00822822 0.11680857
 0.15967466 0.01645645 0.02341793 0.         0.         0.
 0.         0.         0.11775274 0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",1
"[0.06224219 0.         0.05283955 0.05370583 0.15624611 0.
 0.00960719 0.00759515 0.04470771 0.         0.         0.00960719
 0.02148233 0.29890563 0.01074117 0.00480359 0.         0.
 0.         0.         0.03842876 0.06130098 0.17662604 0.07204214
 0.04323236 0.         0.         0.         0.         0.02401798
 0.05370583 0.24455913 0.02148233 0.00960719 0.         0.
 0.         0.         0.         0.         0.10869295 0.07204214
 0.06484853 0.00759515 0.01074117 0.15615667 0.02278545 0.11288448
 0.00537058 0.07812306 0.0827833  0.06965213 0.00759515 0.13214921
 0.10157932 0.00759515 0.06965213 0.03981865 0.04755316 0.01833632
 0.04323236 0.0151903  0.10157932 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.2148233  0.03797575 0.201751   0.         0.03056989 0.
 0.         0.         0.         0.29588127 0.00759515 0.42751995
 0.03981865 0.09510633 0.02685291 0.06484853 0.         0.20458136
 0.12416405 0.0151903  0.22336717 0.16686974 0.1120896  0.0237069
 0.05524134 0.00759515 0.09675994 0.         0.         0.06965213
 0.12390508 0.15624611 0.04296466 0.02161618 0.         0.
 0.18071532 0.         0.13450067 0.00759515 0.02377658 0.00759515
 0.04083056 0.00759515 0.06508764 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",2
"[0.         0.         0.00187925 0.00420214 0.01063067 0.
 0.         0.         0.         0.05933124 0.         0.01503404
 0.00420214 0.04518034 0.03781927 0.36645467 0.01188545 0.14534981
 0.00531533 0.         0.0413436  0.03781927 0.         0.01014487
 0.00375851 0.         0.007973   0.04826929 0.00594272 0.53934606
 0.04796414 0.04783801 0.         0.01127553 0.         0.03189201
 0.12595357 0.         0.04886062 0.02101071 0.02126134 0.02275129
 0.03194733 0.01188545 0.07107511 0.03720734 0.00594272 0.01503404
 0.01260642 0.17540604 0.18273128 0.10335901 0.         0.08256834
 0.00265767 0.         0.03194733 0.04970472 0.10630669 0.043762
 0.01503404 0.         0.00265767 0.01063067 0.         0.09584199
 0.21460782 0.03189201 0.         0.00187925 0.         0.01063067
 0.04758738 0.         0.00939627 0.         0.015946   0.03115557
 0.01691329 0.         0.01260642 0.04938249 0.00594272 0.27625043
 0.24576339 0.17540604 0.02941499 0.02443031 0.         0.0881343
 0.25313099 0.01188545 0.14846111 0.         0.01860367 0.01680856
 0.04886062 0.         0.09344964 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.00531533 0.         0.00187925 0.         0.         0.
 0.         0.         0.         0.10357904 0.00594272 0.07704944
 0.03289615 0.02126134 0.00594272 0.02443031 0.00594272 0.04672482
 0.12674614 0.05348452 0.17289142 0.01260642 0.007973   0.
 0.00375851 0.         0.02391901 0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",5
"[0.06882047 0.         0.12447082 0.01941804 0.00818736 0.
 0.         0.         0.00409368 0.14040602 0.036615   0.27499368
 0.10781448 0.01637473 0.         0.01447335 0.         0.04912418
 0.09033926 0.         0.27788835 0.24642181 0.22515251 0.04151715
 0.06947209 0.00915375 0.03512845 0.10710004 0.00915375 0.11868148
 0.10513341 0.29883878 0.07656162 0.09262945 0.0183075  0.12585377
 0.01941804 0.         0.17946956 0.0830343  0.13918519 0.
 0.         0.         0.         0.21132722 0.04576875 0.26341498
 0.09218805 0.16374728 0.09329858 0.1360495  0.00915375 0.09614763
 0.02456209 0.00915375 0.02605203 0.04151715 0.04912418 0.03883608
 0.03184137 0.         0.06035486 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.10223424 0.0183075  0.37341246 0.10245233 0.11052941 0.
 0.01736802 0.         0.01637473 0.08148758 0.00915375 0.09841879
 0.12455144 0.08187364 0.05714358 0.06657741 0.         0.03988645
 0.         0.         0.05210406 0.12075984 0.08187364 0.00647268
 0.01157868 0.         0.0521675  0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",1
"[0.         0.         0.03307003 0.03884158 0.         0.
 0.         0.         0.         0.09946893 0.00804436 0.15008707
 0.18909139 0.12231653 0.         0.01526309 0.         0.04317054
 0.00719509 0.00804436 0.02035079 0.03079723 0.25902325 0.10807615
 0.05850852 0.         0.02727349 0.09971345 0.04022178 0.12973628
 0.06159446 0.09713372 0.01137644 0.00763155 0.         0.02158527
 0.26160298 0.01608871 0.11701703 0.07061475 0.02158527 0.
 0.01526309 0.00804436 0.17895419 0.09052243 0.         0.04324543
 0.04550575 0.20865762 0.06825862 0.06359621 0.         0.0926131
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.17686351 0.00804436 0.01526309 0.01706465 0.10073126 0.06728268
 0.06614007 0.         0.20112326 0.17384977 0.00804436 0.06868391
 0.07394684 0.2949987  0.08434733 0.06614007 0.         0.18313553
 0.02216907 0.         0.05850852 0.02844109 0.05036563 0.00568822
 0.04578927 0.00804436 0.03354551 0.00359755 0.         0.15517476
 0.0729709  0.02158527 0.         0.00254385 0.         0.00359755
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.14390181 0.         0.00254385
 0.         0.         0.00568822 0.03052618 0.         0.18790068
 0.21852718 0.         0.05342082 0.03079723 0.17268218 0.02275287
 0.07122776 0.03217742 0.28946028 0.02785729 0.         0.20096403
 0.13358941 0.01079264 0.         0.         0.         0.00359755]",3
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.12951039 0.04578884 0.09049813
 0.         0.0102387  0.         0.         0.         0.
 0.040472   0.01144721 0.09411806 0.0242832  0.29180283 0.1166744
 0.06877858 0.         0.         0.         0.         0.10859776
 0.21380718 0.24572868 0.         0.00361993 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.43404418 0.02289442 0.07963836
 0.         0.00511935 0.         0.01085978 0.         0.27001188
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.07284959 0.01144721 0.07239851
 0.10858    0.27644477 0.         0.         0.         0.00511935
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.13310304 0.         0.00361993
 0.         0.01535804 0.         0.15203687 0.04578884 0.37379072
 0.29831404 0.03434163 0.12669738 0.08290802 0.22013195 0.02763601
 0.10497784 0.         0.07167087 0.08094399 0.03434163 0.06153873
 0.         0.0102387  0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",0
