features,labels
"[0.         0.         0.02317266 0.05181564 0.45879526 0.01727188
 0.00772422 0.         0.         0.0109237  0.         0.00772422
 0.         0.26216872 0.24896058 0.10813908 0.         0.0109237
 0.         0.         0.00386211 0.         0.03277109 0.05539277
 0.01544844 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.25707813 0.03663919 0.08882853 0.03812089 0.06554218 0.18345019
 0.16607073 0.02442613 0.29073556 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.01638555 0.         0.00386211 0.         0.16385545 0.35111017
 0.14289807 0.         0.01638555 0.18061225 0.02442613 0.08496642
 0.08487771 0.3386346  0.05181564 0.03089688 0.         0.12016066
 0.09373776 0.02442613 0.02703477 0.05896989 0.19662656 0.
 0.00386211 0.         0.08738957 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",3
"[0.01005996 0.         0.00355673 0.         0.18107928 0.27233503
 0.15293952 0.         0.01005996 0.         0.         0.
 0.         0.         0.0079531  0.00355673 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.01005996 0.         0.00711347
 0.         0.12071952 0.3153948  0.18495013 0.         0.01005996
 0.10223211 0.         0.06402119 0.01590619 0.1508994  0.15440312
 0.13871259 0.01124738 0.10223211 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.01508994 0.         0.00711347 0.         0.14083944 0.2994886
 0.20629052 0.         0.01508994 0.12106142 0.         0.05690773
 0.03976548 0.16598934 0.16428597 0.12804239 0.01124738 0.06912911
 0.19113925 0.01124738 0.04623753 0.02715357 0.30179881 0.3153948
 0.18850685 0.02249475 0.27991393 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.04397921 0.01124738 0.03912406
 0.         0.0502998  0.07021334 0.06757793 0.         0.0251499
 0.         0.01124738 0.03912406 0.02715357 0.12071952 0.05567168
 0.02845386 0.         0.01005996 0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",3
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.00971081 0.02171403 0.04577719 0.02171403
 0.00971081 0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.08048151 0.         0.07444952 0.10009028 0.19226418 0.06390023
 0.11652969 0.01023609 0.09378296 0.13232214 0.         0.1262405
 0.09409411 0.57221483 0.15499625 0.15860985 0.01023609 0.09112267
 0.07429751 0.02047218 0.11652969 0.09285227 0.03204403 0.15975058
 0.11005582 0.01023609 0.10411296 0.00915544 0.         0.02913242
 0.10308836 0.16479787 0.11332445 0.1715576  0.01023609 0.12422071
 0.10677325 0.         0.00971081 0.         0.05493262 0.08561426
 0.07768646 0.02047218 0.1029384  0.00457772 0.         0.
 0.         0.13733156 0.17671028 0.16184679 0.02047218 0.09409411
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.00915544 0.         0.0906342
 0.16099243 0.02746631 0.         0.00323694 0.         0.00915544
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.00457772 0.         0.04208017 0.01023609 0.02171403
 0.         0.         0.01618468 0.02895203 0.24719681 0.1465164
 0.08739727 0.         0.         0.01373316 0.         0.07768646
 0.22189457 0.02746631 0.         0.         0.         0.01373316]",1
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.0826678  0.00658583 0.02707408
 0.01397065 0.04712434 0.04384089 0.03540456 0.00658583 0.0755436
 0.01178109 0.         0.00208262 0.         0.01472636 0.
 0.17910544 0.03951496 0.23188824 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.12095633 0.00658583 0.0291567
 0.02328442 0.17082574 0.1931921  0.30406273 0.00658583 0.08589082
 0.07952233 0.         0.01457835 0.         0.05006961 0.1260668
 0.16660972 0.         0.13444903 0.00883581 0.         0.10204845
 0.16139291 0.07952233 0.00658583 0.04373505 0.         0.01814958
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.07506564 0.01317165 0.07705699
 0.13425061 0.3298704  0.0989245  0.06039602 0.01975748 0.05198142
 0.01225904 0.         0.00833049 0.00931377 0.03534326 0.04384089
 0.07289175 0.         0.04931391 0.03629916 0.         0.20201429
 0.20716276 0.02650744 0.         0.00416524 0.         0.01767163
 0.10527407 0.         0.02499146 0.01397065 0.03534326 0.01397065
 0.02499146 0.         0.10527407 0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.40490354 0.03951496 0.34363253 0.0279413  0.02356217 0.
 0.00833049 0.         0.18013951 0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",5
"[0.10546819 0.0062216  0.07279537 0.05279202 0.26710885 0.00439934
 0.02164187 0.         0.09783496 0.1221625  0.         0.0649256
 0.06341296 0.33945086 0.0810103  0.12198144 0.0124432  0.1286303
 0.12028315 0.0124432  0.07476282 0.07221163 0.22815548 0.05461428
 0.08853491 0.         0.09712104 0.         0.         0.
 0.         0.         0.         0.00196744 0.         0.02665841
 0.075765   0.0062216  0.11607911 0.02821828 0.03617099 0.02821828
 0.06689304 0.0062216  0.02782384 0.00834715 0.         0.12001399
 0.11469537 0.17807257 0.09527576 0.14755819 0.         0.02316211
 0.15600262 0.0124432  0.0924698  0.0872319  0.17529018 0.08465482
 0.1062419  0.0062216  0.145587   0.11471838 0.0124432  0.09443724
 0.08025549 0.13077204 0.03443988 0.04328373 0.0062216  0.12817878
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.18239863 0.         0.11804655
 0.09785284 0.15581351 0.08465482 0.08066514 0.0124432  0.12287641
 0.07441045 0.0062216  0.06099072 0.09238604 0.24763217 0.02381894
 0.06886049 0.         0.12468249 0.12351706 0.0124432  0.04721862
 0.04066147 0.07234198 0.01062093 0.02754419 0.0062216  0.10663363
 0.         0.         0.00393488 0.         0.12798966 0.12242657
 0.06886048 0.         0.         0.06463547 0.         0.16133028
 0.04581562 0.11686012 0.         0.00196744 0.         0.03060622
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",3
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.22711257
 0.01069135 0.03042812 0.01069135 0.11236096 0.         0.01603703
 0.04308424 0.         0.24145652 0.29347487 0.01690451 0.
 0.00478132 0.         0.02366631 0.11125092 0.00755993 0.14343951
 0.07483945 0.05071353 0.0342883  0.02629725 0.00755993 0.13012021
 0.13176614 0.         0.47095973 0.16960716 0.06085623 0.0129056
 0.02629725 0.00755993 0.06675055 0.13035002 0.01511985 0.14822084
 0.07835078 0.10480796 0.06101668 0.07171976 0.         0.1233584
 0.08333623 0.01511985 0.12431425 0.07392228 0.05071353 0.
 0.00956263 0.         0.02366631 0.08027416 0.00755993 0.06454778
 0.1028649  0.05409443 0.01603703 0.06454778 0.         0.10928615
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.03207405 0.         0.11475162
 0.0129056  0.0067618  0.         0.         0.         0.
 0.0247636  0.00755993 0.43988117 0.05253958 0.0033809  0.
 0.         0.         0.0033809  0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.0033809  0.         0.04781317 0.10912775 0.20961591 0.
 0.00239066 0.         0.0033809  0.         0.         0.04781317
 0.08774505 0.13523607 0.01069135 0.00478132 0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",3
"[0.06895262 0.00881708 0.02230563 0.         0.         0.
 0.00557641 0.         0.03612793 0.09527467 0.         0.03067025
 0.03117307 0.14195219 0.15844782 0.15056303 0.         0.08280544
 0.01577247 0.         0.09758716 0.24252336 0.0473174  0.11631829
 0.03903486 0.         0.01577247 0.00788623 0.         0.13383381
 0.15630844 0.17349712 0.03375553 0.03067025 0.         0.00788623
 0.09921779 0.         0.08364613 0.05869399 0.0236587  0.
 0.05297588 0.02645123 0.10838378 0.10838378 0.01763415 0.01951743
 0.         0.         0.01505169 0.05297588 0.00881708 0.10545241
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.08104999 0.00881708 0.07249332
 0.01246923 0.0709761  0.02128631 0.02230563 0.         0.
 0.08344533 0.         0.00836461 0.         0.0473174  0.
 0.01672923 0.00881708 0.08802832 0.067301   0.01763415 0.33737272
 0.1012666  0.28390438 0.01246923 0.01394102 0.         0.04566578
 0.03676781 0.         0.13662201 0.03740769 0.13012284 0.16877767
 0.05576409 0.         0.01182935 0.24756877 0.02645123 0.24257378
 0.05504184 0.11040726 0.01246923 0.03345845 0.01763415 0.14552345
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.16982203 0.00881708 0.27603222
 0.23263659 0.0236587  0.00881708 0.03067025 0.01763415 0.17440503
 0.01412085 0.         0.07806972 0.02752092 0.01971558 0.0799803
 0.04182306 0.         0.00394312 0.00623461 0.         0.00836461
 0.         0.00394312 0.         0.00836461 0.00881708 0.01806396]",4
"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.01408762 0.         0.00630017 0.         0.         0.
 0.         0.         0.         0.29294818 0.02988435 0.26775735
 0.01408762 0.01336469 0.         0.00945026 0.         0.06236853
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.15435816 0.         0.08190225
 0.04226284 0.11582727 0.02404906 0.05355147 0.02988435 0.09054376
 0.10234527 0.0199229  0.11340311 0.04809813 0.33411713 0.16784285
 0.13230363 0.00996145 0.05231569 0.16513393 0.         0.02835078
 0.00704381 0.01781958 0.         0.00315009 0.         0.10691748
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.10836334 0.00996145 0.14805407
 0.19360104 0.09800769 0.13262381 0.13230364 0.00996145 0.10390845
 0.11396129 0.0199229  0.17325476 0.15375525 0.32520734 0.03109287
 0.0472513  0.         0.15664426 0.27295982 0.04980724 0.14805407
 0.0522243  0.19156049 0.         0.0220506  0.         0.09427573
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.06381439 0.         0.05040138
 0.00996145 0.0980077  0.00996145 0.03780104 0.0199229  0.04599481
 0.         0.         0.05670156 0.22590244 0.05345874 0.
 0.00945026 0.         0.0044549  0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",4
"[0.00977968 0.         0.20745824 0.18592259 0.07171762 0.
 0.00691527 0.         0.00977968 0.10590356 0.         0.08989857
 0.13010919 0.22167264 0.07643078 0.07145784 0.01457868 0.09885477
 0.06519784 0.         0.01844073 0.02488736 0.19559352 0.11464617
 0.03688146 0.         0.01629946 0.07436265 0.01457868 0.09450875
 0.02577171 0.05867805 0.01546302 0.02074582 0.         0.06709229
 0.03775326 0.         0.00230509 0.         0.         0.
 0.         0.         0.         0.07414108 0.00728934 0.14061058
 0.07945012 0.20863308 0.11162682 0.08759348 0.01457868 0.1287228
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.03418594 0.         0.15674622
 0.07127644 0.02281924 0.         0.00230509 0.         0.00325989
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.06951574 0.         0.17979714
 0.25594837 0.11409621 0.01759802 0.02305092 0.         0.05784162
 0.15630311 0.02186802 0.25586517 0.02577171 0.11409621 0.05065907
 0.04610183 0.         0.05079283 0.14652343 0.02186802 0.18440733
 0.01546302 0.01955935 0.         0.00230509 0.         0.02281924
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.41533573 0.04373604 0.29505171 0.02790671 0.0391187  0.00515434
 0.03227128 0.         0.17466871 0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",5
"[0.0041997  0.         0.13660328 0.01992093 0.         0.
 0.         0.         0.0041997  0.02412063 0.         0.34447784
 0.04534287 0.0671952  0.08793523 0.18411747 0.         0.02412063
 0.07939825 0.         0.29696365 0.31256645 0.0797943  0.
 0.01781782 0.         0.0293979  0.11407342 0.01878163 0.17223892
 0.03320155 0.10079281 0.05312247 0.08611946 0.01878163 0.17491378
 0.04404155 0.         0.25835838 0.15983933 0.0755946  0.
 0.         0.         0.0041997  0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.09296433 0.00939082 0.32666002 0.08518472 0.0083994  0.
 0.00296964 0.         0.0125991  0.08887522 0.00939082 0.09502837
 0.02931174 0.0125991  0.         0.00593927 0.         0.083994
 0.0041997  0.         0.07424091 0.18478935 0.20998501 0.
 0.00593927 0.         0.0041997  0.03984185 0.         0.15739073
 0.08907452 0.24358261 0.         0.         0.         0.
 0.0041997  0.         0.30290293 0.01992093 0.         0.
 0.         0.         0.0041997  0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.         0.         0.        ]",3
